标题,小区名称,价格,面积,户型
整租·方庄南路18号院 2室1厅 东,精选,6730 元/月,丰台-成寿寺-方庄南路18号院,/
整租·成府路20号院 2室1厅 南/北,海淀-五道口-成府路20号院,12000 元/月,80.49㎡,/
整租·和平里三区 2室1厅 南,精选,8360 元/月,东城-和平里-和平里三区,/
整租·管庄西里 2室1厅 南,朝阳-管庄-管庄西里,4500 元/月,72.00㎡,/
整租·黄寺大街24号院 2室1厅 南/北,西城-六铺炕-黄寺大街24号院,7900 元/月,60.00㎡,/
整租·保利中央公园 3室2厅 南/北,朝阳-望京-保利中央公园,24000 元/月,149.00㎡,/
整租·金尚嘉园 2室1厅 东,精选,11990 元/月,海淀-牡丹园-金尚嘉园,/
整租·中央公馆 5室2厅 南/北,亦庄开发区-亦庄-中央公馆,32000 元/月,350.00㎡,/
整租·广安康润家园东区 2室1厅 东南,丰台-科技园区-广安康润家园东区,5200 元/月,77.00㎡,/
整租·悠乐汇 1室0厅 东南,朝阳-望京-悠乐汇,17000 元/月,111.66㎡,/
整租·塔院小区 2室1厅 南,精选,9660 元/月,海淀-牡丹园-塔院小区,/
整租·平乐园小区 1室1厅 南,精选,5960 元/月,朝阳-北工大-平乐园小区,/
整租·华兴园 3室1厅 南/北,通州-通州北苑-华兴园,5600 元/月,94.58㎡,/
整租·融泽嘉园西二路2号院 2室1厅 南,精选,8290 元/月,昌平-回龙观-融泽嘉园西二路2号院,/
整租·远见名苑 1室1厅 北,精选,6590 元/月,西城-广安门-远见名苑,/
整租·畅柳园 3室1厅 西,西城-陶然亭-畅柳园,13500 元/月,108.27㎡,/
整租·澳洲康都 2室1厅 东/西,朝阳-望京-澳洲康都,9900 元/月,87.55㎡,/
整租·北苑家园莲葩园 1室1厅 西,精选,6890 元/月,朝阳-北苑-北苑家园莲葩园,/
整租·润泽悦溪 2室1厅 东/西,朝阳-北苑-润泽悦溪,8300 元/月,89.00㎡,/
整租·康营四期E区 2室1厅 南,精选,6200 元/月,朝阳-中央别墅区-康营四期E区,/
整租·K2清水湾嘉园 2室1厅 南,精选,4490 元/月,通州-潞苑-K2清水湾嘉园,/
整租·紫金长安 3室2厅 南/北,海淀-五棵松-紫金长安,25000 元/月,148.93㎡,/
整租·10AM新坐标 1室0厅 北,朝阳-方庄-10AM新坐标,5300 元/月,44.00㎡,/
整租·铁道科学研究院 3室1厅 南/北,海淀-西直门-铁道科学研究院,18800 元/月,103.00㎡,/
整租·枫丹壹号 4室2厅 南/北,亦庄开发区-亦庄开发区其它-枫丹壹号,12000 元/月,121.30㎡,/
整租·碧森里 1室1厅 西南,精选,6660 元/月,海淀-田村-碧森里,/
整租·东关南里小区 4室2厅 南/北,昌平-东关-东关南里小区,8200 元/月,182.93㎡,/
整租·南湖东园二区 2室1厅 南,精选,8560 元/月,朝阳-望京-南湖东园二区,/
整租·明天第一城8号院 2房间 北,精选,6030 元/月,朝阳-立水桥-明天第一城8号院,/
整租·建欣苑三里 3室1厅 东/西,丰台-大红门-建欣苑三里,7000 元/月,84.85㎡,/
整租·翠竹新村 2室1厅 南/西,顺义-中央别墅区-翠竹新村,4800 元/月,91.72㎡,/
整租·7克拉 2房间 西,精选,5290 元/月,丰台-马家堡-7克拉,/
整租·龙湖蔚澜香醍 3室2厅 南/北,通州-九棵树(家乐福)-龙湖蔚澜香醍,20000 元/月,245.00㎡,/
整租·成府路20号院 2室1厅 南/北,海淀-五道口-成府路20号院,12000 元/月,80.49㎡,/
整租·宣武门外东大街 1室1厅 西,精选,6460 元/月,西城-宣武门-宣武门外东大街,/
整租·管庄西里 2室1厅 南,朝阳-管庄-管庄西里,4500 元/月,72.00㎡,/
整租·北京尊府 1室1厅 西,西城-金融街-北京尊府,14000 元/月,65.10㎡,/
整租·东亚望京中心 1室1厅 东北,精选,7560 元/月,朝阳-望京-东亚望京中心,/
整租·苹果园小区三区 2室1厅 东,精选,5960 元/月,石景山-苹果园-苹果园小区三区,/
整租·瑞雪春堂 2室1厅 南,精选,4260 元/月,房山-良乡-瑞雪春堂,/
整租·中海城紫鑫阁 2房间 南,精选,5960 元/月,朝阳-成寿寺-中海城紫鑫阁,/
整租·绿地花都苑 3室1厅 南/北,房山-长阳-绿地花都苑,4900 元/月,115.00㎡,/
整租·财富西环 1室0厅 东,丰台-菜户营-财富西环,18000 元/月,174.24㎡,/
整租·UHN国际村 2室2厅 南/北,朝阳-三元桥-UHN国际村,16000 元/月,108.00㎡,/
整租·知春里 3室1厅 南/北,海淀-双榆树-知春里,12500 元/月,60.70㎡,/
整租·莱圳家园 1室0厅 南,海淀-清河-莱圳家园,5300 元/月,42.00㎡,/
整租·上龙西里 2室1厅 东/南/北,东城-安定门-上龙西里,13500 元/月,80.47㎡,/
整租·佳运园一期 2室1厅 南/北,昌平-立水桥-佳运园一期,6200 元/月,82.00㎡,/
整租·彩俸北区 3室1厅 南/北,顺义-顺义其它-彩俸北区,5000 元/月,106.31㎡,/
整租·冠城南园 3室2厅 东北,海淀-马甸-冠城南园,17000 元/月,131.54㎡,/
整租·旭辉26街区 3室1厅 南,顺义-顺义其它-旭辉26街区,5100 元/月,59.00㎡,/
整租·光熙家园三期 1室1厅 西,朝阳-西坝河-光熙家园三期,9700 元/月,64.50㎡,/
整租·潞河中学北街26号院 2室1厅 东/西,通州-万达-潞河中学北街26号院,4450 元/月,79.47㎡,/
整租·定慧西里 1室1厅 东,精选,5730 元/月,海淀-定慧寺-定慧西里,/
整租·育新花园 1室1厅 南,精选,5790 元/月,海淀-西三旗-育新花园,/
整租·龙腾苑二区 3室1厅 南/北,昌平-回龙观-龙腾苑二区,8500 元/月,132.00㎡,/
整租·富东嘉园 1室1厅 北,精选,5360 元/月,朝阳-东坝-富东嘉园,/
整租·石韵浩庭 1室1厅 东,精选,8530 元/月,"朝阳-[双井,",/
整租·佳和宜园 3室1厅 南/北,顺义-马坡-佳和宜园,3800 元/月,91.00㎡,/
整租·北京华侨城2号院 4室2厅 南/北,朝阳-欢乐谷-北京华侨城2号院,19000 元/月,213.82㎡,/
整租·金沟河2号院 1室1厅 南,精选,5760 元/月,海淀-五棵松-金沟河2号院,/
整租·润枫领尚 3室1厅 南/北,通州-通州其它-润枫领尚,4800 元/月,88.02㎡,/
整租·京贸国际城 4室2厅 南/北,通州-武夷花园-京贸国际城,7900 元/月,159.00㎡,/
整租·文慧园10号院 2室1厅 南,精选,8560 元/月,海淀-新街口-文慧园10号院,/
整租·柏儒苑 3室2厅 南/北,海淀-学院路-柏儒苑,16000 元/月,120.00㎡,/
整租·融泽嘉园西二路2号院 2室1厅 南,精选,8260 元/月,昌平-回龙观-融泽嘉园西二路2号院,/
整租·御景园 3室2厅 东南,朝阳-华威桥-御景园,18000 元/月,235.00㎡,/
整租·左安浦园 1室1厅 北,精选,5230 元/月,东城-左安门-左安浦园,/
整租·东景苑 1室1厅 西,朝阳-华威桥-东景苑,6500 元/月,87.88㎡,/
整租·山水文园二期 3室2厅 南/北,朝阳-华威桥-山水文园二期,17000 元/月,129.00㎡,/
整租·龙头公寓 1室1厅 南,朝阳-华威桥-龙头公寓,7500 元/月,60.44㎡,/
整租·华业东方玫瑰B区 2室1厅 南,精选,5230 元/月,通州-临河里-华业东方玫瑰B区,/
整租·双龙南里 1室1厅 南,朝阳-华威桥-双龙南里,4950 元/月,51.44㎡,/
整租·山水文园四期 6室3厅 南/北,朝阳-华威桥-山水文园四期,200000 元/月,346.41㎡,/
整租·建工家园 2室2厅 南,朝阳-十里河-建工家园,7000 元/月,107.23㎡,/
整租·吕营嘉园C区 2室1厅 南/北,朝阳-十里河-吕营嘉园C区,5600 元/月,90.00㎡,/
整租·观筑庭园 3房间 北,朝阳-十里河-观筑庭园,5500 元/月,90.00㎡,/
整租·瞰都国际 2室1厅 东,精选,9890 元/月,朝阳-朝阳公园-瞰都国际,/
整租·中景理想家 1室1厅 南,精选,5660 元/月,丰台-玉泉营-中景理想家,/
整租·周庄嘉园东里C区 1室1厅 南,朝阳-十里河-周庄嘉园东里C区,4900 元/月,54.00㎡,/
整租·志强南园 2室1厅 南,精选,8890 元/月,海淀-小西天-志强南园,/
整租·亮马名居 2室1厅 南/北,朝阳-燕莎-亮马名居,20000 元/月,136.00㎡,/
整租·水恋晶城 2室1厅 南,精选,4360 元/月,通州-武夷花园-水恋晶城,/
整租·国际港 4室2厅 南/西,朝阳-燕莎-国际港,20000 元/月,186.00㎡,/
整租·远洋新干线 1室1厅 北,朝阳-燕莎-远洋新干线,9200 元/月,56.00㎡,/
整租·建东苑 2室1厅 南/北,朝阳-管庄-建东苑,4200 元/月,71.30㎡,/
整租·管庄东里 3室1厅 南/北,朝阳-管庄-管庄东里,4600 元/月,78.00㎡,/
整租·建东苑 3室1厅 南/北,朝阳-管庄-建东苑,5800 元/月,100.33㎡,/
整租·华龙美树 1室0厅 北,朝阳-管庄-华龙美树,4300 元/月,40.00㎡,/
整租·管庄西里 1室1厅 南/西北,朝阳-管庄-管庄西里,4400 元/月,65.00㎡,/
整租·花园闸小区 3室0厅 南/北,朝阳-定福庄-花园闸小区,5000 元/月,77.00㎡,/
整租·志新村 2室1厅 西,精选,8560 元/月,海淀-二里庄-志新村,/
整租·福盈家园 2室0厅 南,朝阳-定福庄-福盈家园,4300 元/月,70.00㎡,/
整租·西革新里110号院 1室1厅 南,精选,5230 元/月,东城-永定门-西革新里110号院,/
整租·大黄庄东路 2室1厅 东/北,朝阳-定福庄-大黄庄东路,5800 元/月,100.00㎡,/
整租·通泰国际公馆 1室1厅 南,精选,5230 元/月,亦庄开发区-亦庄-通泰国际公馆,/
整租·怡锦园 1室1厅 西南,丰台-科技园区-怡锦园,6000 元/月,71.00㎡,/
整租·金尚嘉园 2室1厅 东,精选,11990 元/月,海淀-牡丹园-金尚嘉园,/
整租·丛林庄别墅 9室4厅 南,通州-潞苑-丛林庄别墅,22500 元/月,445.70㎡,/
整租·塔院小区 2室1厅 南,精选,9660 元/月,海淀-牡丹园-塔院小区,/
整租·平乐园小区 1室1厅 南,精选,5960 元/月,朝阳-北工大-平乐园小区,/
整租·干休所家属院 2室1厅 南,通州-万达-干休所家属院,3700 元/月,55.00㎡,/
整租·明天第一城8号院 1房间 南,朝阳-立水桥-明天第一城8号院,5200 元/月,51.00㎡,/
整租·建新南区 2室1厅 南/北,顺义-顺义城-建新南区,3200 元/月,72.23㎡,/
整租·八龙桥雅苑 2室1厅 南/北,怀柔-怀柔-八龙桥雅苑,4500 元/月,104.49㎡,/
整租·世华龙樾一期西区 1室1厅 南,海淀-清河-世华龙樾一期西区,6600 元/月,52.00㎡,/
整租·金隅自由筑 2房间 东,通州-临河里-金隅自由筑,2900 元/月,53.00㎡,/
整租·融泽嘉园西二路2号院 2室1厅 南,精选,8290 元/月,昌平-回龙观-融泽嘉园西二路2号院,/
整租·馨港庄园三区 1室1厅 南/北,顺义-李桥-馨港庄园三区,2800 元/月,68.08㎡,/
整租·京投银泰琨御府 3房间 南,海淀-四季青-京投银泰琨御府,13000 元/月,86.00㎡,/
整租·华贸公寓 1室1厅 东,朝阳-CBD-华贸公寓,13000 元/月,77.48㎡,/
整租·远见名苑 1室1厅 北,精选,6590 元/月,西城-广安门-远见名苑,/
整租·新城国际 1室1厅 西北,朝阳-东大桥-新城国际,19000 元/月,89.12㎡,/
整租·北苑家园莲葩园 1室1厅 西,精选,6890 元/月,朝阳-北苑-北苑家园莲葩园,/
整租·康营四期E区 2室1厅 南,精选,6200 元/月,朝阳-中央别墅区-康营四期E区,/
整租·沙子口路72号 2室1厅 西南,东城-永定门-沙子口路72号,5500 元/月,66.48㎡,/
整租·融域嘉园 3室1厅 南/北,朝阳-奥林匹克公园-融域嘉园,18000 元/月,148.00㎡,/
整租·同仁园 2室2厅 南,丰台-刘家窑-同仁园,6600 元/月,80.00㎡,/
整租·K2清水湾嘉园 2室1厅 南,精选,4490 元/月,通州-潞苑-K2清水湾嘉园,/
整租·首创紫悦台 3室1厅 南/北,房山-良乡-首创紫悦台,3600 元/月,75.00㎡,/
整租·碧森里 1室1厅 西南,精选,6660 元/月,海淀-田村-碧森里,/
整租·南湖东园二区 2室1厅 南,精选,8560 元/月,朝阳-望京-南湖东园二区,/
整租·明天第一城8号院 2房间 北,精选,6030 元/月,朝阳-立水桥-明天第一城8号院,/
整租·大石桥胡同10号院 2室1厅 东,西城-六铺炕-大石桥胡同10号院,9000 元/月,52.00㎡,/
整租·上地东里 3室1厅 东/南/北,海淀-上地-上地东里,9200 元/月,74.00㎡,/
整租·北京像素南区 1房间 北,朝阳-常营-北京像素南区,4300 元/月,54.00㎡,/
整租·中湾国际 1室1厅 北,精选,9030 元/月,海淀-苏州桥-中湾国际,/
整租·中央公馆 5室2厅 南/北,亦庄开发区-亦庄-中央公馆,32000 元/月,350.00㎡,/
整租·广安康润家园东区 2室1厅 东南,丰台-科技园区-广安康润家园东区,5200 元/月,77.00㎡,/
整租·悠乐汇 1室0厅 东南,朝阳-望京-悠乐汇,17000 元/月,111.66㎡,/
整租·三环新城8号院 2室1厅 南,精选,7990 元/月,丰台-玉泉营-三环新城8号院,/
整租·华兴园 3室1厅 南/北,通州-通州北苑-华兴园,5600 元/月,94.58㎡,/
整租·畅柳园 3室1厅 西,西城-陶然亭-畅柳园,13500 元/月,108.27㎡,/
整租·澳洲康都 2室1厅 东/西,朝阳-望京-澳洲康都,9900 元/月,87.55㎡,/
整租·润泽悦溪 2室1厅 东/西,朝阳-北苑-润泽悦溪,8300 元/月,89.00㎡,/
整租·铁二区 2室1厅 南,精选,9760 元/月,西城-月坛-铁二区,/
整租·紫金长安 3室2厅 南/北,海淀-五棵松-紫金长安,25000 元/月,148.93㎡,/
整租·柏林爱乐一期 1室1厅 东,精选,6590 元/月,朝阳-[常营]-柏林爱乐一期,/
整租·东亚上北中心 1室1厅 西,精选,5890 元/月,昌平-回龙观-东亚上北中心,/
整租·10AM新坐标 1室0厅 北,朝阳-方庄-10AM新坐标,5300 元/月,44.00㎡,/
整租·甜水园东里 2室1厅 东,精选,7690 元/月,朝阳-[甜水园]-甜水园东里,/
整租·铁道科学研究院 3室1厅 南/北,海淀-西直门-铁道科学研究院,18800 元/月,103.00㎡,/
整租·天畅园 1室1厅 东,精选,7860 元/月,朝阳-奥林匹克公园-天畅园,/
整租·枫丹壹号 4室2厅 南/北,亦庄开发区-亦庄开发区其它-枫丹壹号,12000 元/月,121.30㎡,/
整租·旭辉26街区 2室1厅 东,精选,4960 元/月,顺义-顺义其它-旭辉26街区,/
整租·东关南里小区 4室2厅 南/北,昌平-东关-东关南里小区,8200 元/月,182.93㎡,/
整租·澳洲康都 1室1厅 北,精选,6890 元/月,朝阳-望京-澳洲康都,/
整租·建欣苑三里 3室1厅 东/西,丰台-大红门-建欣苑三里,7000 元/月,84.85㎡,/
整租·翠竹新村 2室1厅 南/西,顺义-中央别墅区-翠竹新村,4800 元/月,91.72㎡,/
整租·龙湖蔚澜香醍 3室2厅 南/北,通州-九棵树(家乐福)-龙湖蔚澜香醍,20000 元/月,245.00㎡,/
整租·成府路20号院 2室1厅 南/北,海淀-五道口-成府路20号院,12000 元/月,80.49㎡,/
整租·管庄西里 2室1厅 南,朝阳-管庄-管庄西里,4500 元/月,72.00㎡,/
整租·黄寺大街24号院 2室1厅 南/北,西城-六铺炕-黄寺大街24号院,7900 元/月,60.00㎡,/
整租·保利中央公园 3室2厅 南/北,朝阳-望京-保利中央公园,24000 元/月,149.00㎡,/
整租·懿品阁 1室0厅 东,朝阳-南沙滩-懿品阁,5500 元/月,37.79㎡,/
整租·百环家园 1室1厅 北,精选,7290 元/月,朝阳-双井-百环家园,/
整租·万科大都会滨江N2 3室1厅 北,精选,16000 元/月,通州-北关-万科大都会滨江N2,/
整租·三全公寓 2室1厅 东,精选,22000 元/月,朝阳-农展馆-三全公寓,/
整租·润枫欣尚 3房间 南,精选,8430 元/月,昌平-立水桥-润枫欣尚,/
整租·育慧里二区 2室1厅 南/北,朝阳-亚运村小营-育慧里二区,7300 元/月,59.75㎡,/
整租·保利大都汇 1室1厅 南,精选,4888 元/月,通州-万达-保利大都汇,/
整租·霁月园 2室2厅 东/西,门头沟-滨河西区-霁月园,4500 元/月,91.50㎡,/
整租·前屯路57号院 2室1厅 南/北,精选,5400 元/月,海淀-清河-前屯路57号院,/
整租·望京路3号院 1室1厅 南,朝阳-望京-望京路3号院,6700 元/月,42.80㎡,/
整租·马家堡甲55号院 2室1厅 南,精选,5490 元/月,丰台-洋桥-马家堡甲55号院,/
整租·西罗园南里 2室1厅 西,精选,6490 元/月,丰台-西罗园-西罗园南里,/
整租·DBC加州小镇C区 1室1厅 南,通州-临河里-DBC加州小镇C区,3600 元/月,58.53㎡,/
整租·首创紫悦台 2房间 北,精选,3090 元/月,房山-良乡-首创紫悦台,/
整租·科育小区 2室1厅 南,精选,9460 元/月,海淀-中关村-科育小区,/
整租·北河沿大街 2室1厅 东,精选,11290 元/月,东城-灯市口-北河沿大街,/
整租·滨河馨居 3室1厅 南/北,怀柔-怀柔-滨河馨居,2800 元/月,93.66㎡,/
整租·天通苑北一区 1室1厅 西,昌平-天通苑-天通苑北一区,5200 元/月,50.06㎡,/
整租·万科天地 2室1厅 LOFT 北,大兴-义和庄-万科天地,4000 元/月,43.66㎡,/
整租·天通苑东二区 3室1厅 南/北,昌平-天通苑-天通苑东二区,6300 元/月,136.23㎡,/
整租·三虎桥南路25号院 1室0厅 东,海淀-紫竹桥-三虎桥南路25号院,5500 元/月,31.17㎡,/
整租·前屯路57号院 2室1厅 南/北,海淀-清河-前屯路57号院,5700 元/月,57.20㎡,/
整租·利泽西园 2室1厅 东/西,朝阳-望京-利泽西园,9500 元/月,71.94㎡,/
整租·金铸阳光苑 1室1厅 南,石景山-苹果园-金铸阳光苑,5300 元/月,61.00㎡,/
整租·万科天地 3室1厅 复式 南,大兴-义和庄-万科天地,4400 元/月,60.00㎡,/
整租·安华里社区 1室1厅 南,朝阳-安贞-安华里社区,7200 元/月,44.83㎡,/
整租·珠江四季悦城 4房间 南,通州-通州其它-珠江四季悦城,5200 元/月,90.65㎡,/
整租·米拉小镇 1房间 东,通州-马驹桥-米拉小镇,2800 元/月,40.00㎡,/
整租·惠新里小区 3室1厅 南/西,朝阳-惠新西街-惠新里小区,9800 元/月,72.00㎡,/
整租·建邦华庭西区 1室1厅 南,房山-长阳-建邦华庭西区,4100 元/月,70.00㎡,/
整租·月坛南街小四道口 1室1厅 东,西城-月坛-月坛南街小四道口,7100 元/月,41.50㎡,/
整租·欣葆家园二区 2室2厅 南/北,丰台-科技园区-欣葆家园二区,6200 元/月,93.00㎡,/
整租·东亚望京中心 1室1厅 东北,精选,7560 元/月,朝阳-望京-东亚望京中心,/
整租·北京尊府 1室1厅 西,西城-金融街-北京尊府,14000 元/月,65.10㎡,/
整租·绿地花都苑 3室1厅 南/北,房山-长阳-绿地花都苑,4900 元/月,115.00㎡,/
整租·财富西环 1室0厅 东,丰台-菜户营-财富西环,18000 元/月,174.24㎡,/
整租·苹果园小区三区 2室1厅 东,精选,5960 元/月,石景山-苹果园-苹果园小区三区,/
整租·UHN国际村 2室2厅 南/北,朝阳-三元桥-UHN国际村,16000 元/月,108.00㎡,/
整租·瑞雪春堂 2室1厅 南,精选,4260 元/月,房山-良乡-瑞雪春堂,/
整租·知春里 3室1厅 南/北,海淀-双榆树-知春里,12500 元/月,60.70㎡,/
